empl_chge_lc2vs0_iate,unem_x0
-1.341240015602063,4.0
-1.182703755601826,3.0
-1.4129850990417294,5.0
-1.7458671021527383,15.0
-1.766114266051169,22.0
-1.662272417243703,23.0
-1.4021891872423877,13.0
-1.5302562466517693,8.0
-1.3639173709034214,21.0
-2.2292201845637996,9.0
-1.1860106173613776,13.0
-1.8716970078933155,1.0
-1.5015976816998664,1.0
-1.7068472904741514,7.0
-1.514406417569734,20.0
-1.598940892183697,15.0
-1.336849948404403,11.0
-1.4954164142547313,0.0
-1.8788672043898933,1.0
-1.6374420120228668,6.0
-1.7698646337832302,8.0
-1.9288478144967072,12.0
-1.0243054355315024,1.0
-2.0874021294254836,22.0
-1.843555990102149,18.0
-2.0658476158331807,4.0
-1.0218022709463639,5.0
-2.3356768852019085,9.0
-1.0989665511370652,13.0
-1.393606323554705,2.0
-2.2257890889674403,14.0
-2.327697473659968,4.0
-1.6068151477378012,10.0
-0.8588491519684467,14.0
-0.9103662656924256,1.0
-1.1378627629304003,3.0
-2.1311460381248324,18.0
-1.8464914696303327,19.0
-2.2125561403836977,22.0
-1.7042521591301585,11.0
-0.6442457247339453,10.0
-1.9097046162252151,14.0
-1.4409504974342981,14.0
-2.2350566375518137,8.0
-1.8404524296704312,12.0
-1.2051831571455338,0.0
-1.6823099324990283,14.0
-0.8996310303460753,9.0
-1.8003278385827333,5.0
-2.3043945503223244,11.0
-0.8545075141489614,7.0
-1.7291801443271364,1.0
-1.702784282352011,24.0
-1.7231891770481291,20.0
-2.121573884677299,15.0
-1.1913460752386247,21.0
-2.0266122585397954,20.0
-2.008675239145611,13.0
-0.9281637262204306,23.0
-1.1637783351205462,4.0
-1.4210027291348981,3.0
-1.433950534802115,0.0
-1.7262758772083406,11.0
-1.0213599582676645,11.0
-1.6371003319180901,13.0
-2.302160009722117,21.0
-1.9055181725366857,10.0
-1.5999372466555564,11.0
-1.4377510069858594,12.0
-1.4047281599674208,0.0
-1.9715562347259201,8.0
-1.1859625471670905,8.0
-1.6272052545385738,4.0
-1.1025083449131474,14.0
-1.730013050965268,7.0
-2.309986378443238,1.0
-0.9808357215576703,5.0
-2.14658792295295,13.0
-2.099759383572702,5.0
-1.635204605357865,3.0
-0.8433328303302124,10.0
-2.2526698811429107,10.0
-1.916253719433465,3.0
-2.4743847119105324,22.0
-1.720326310621192,10.0
-1.9761848801942237,10.0
-1.4331610959029888,3.0
-1.367725750359245,1.0
-0.9791844381393648,13.0
-2.1375635455227457,20.0
-1.8758751546332253,5.0
-1.7487804983540343,6.0
-1.3752522644046274,23.0
-1.8145958151399686,19.0
-1.2156296384053769,4.0
-1.8873165018934928,14.0
-1.634920957526697,16.0
-1.93220105568026,11.0
-1.6312992352439082,9.0
-1.9800722129374604,20.0
-1.9510321078550605,0.0
-1.1201888269417075,2.0
-1.9710403972577626,17.0
-2.316921731920415,23.0
-1.5307414096684906,9.0
-1.6745776442948959,17.0
-0.8618474897863924,7.0
-1.976690701368033,23.0
-2.048175689970918,18.0
-2.261293323303214,1.0
-1.9757741208492203,13.0
-2.230573585624539,20.0
-2.3135656142790544,13.0
-0.9203403145402875,7.0
-1.4370017786255023,4.0
-0.9203141683461088,12.0
-1.3173066195771648,4.0
-1.761634136623544,22.0
-1.435332406283679,22.0
-1.4770305999849829,17.0
-2.203400452931014,9.0
-1.9219396465877838,14.0
-1.892103112729815,22.0
-2.058813136304363,15.0
-1.6840952860802856,4.0
-2.072129461389494,4.0
-1.589669892565051,11.0
-0.7134024760908142,8.0
-1.8272820796941651,14.0
-1.116007501333103,19.0
-2.4558964180828977,19.0
-2.0104861823700317,13.0
-1.6989819098584618,2.0
-1.1659389446299855,8.0
-1.198124093789539,3.0
-1.2034430162782452,16.0
-1.5038830316000196,20.0
-1.3629106399588178,9.0
-1.3339235841771138,1.0
-0.6935914110176573,14.0
-1.8670833758055663,11.0
-0.8512695041857208,12.0
-2.068997937707305,7.0
-1.596935549208722,8.0
-2.1463145749750807,6.0
-1.3346094261543047,9.0
-1.8525465804129357,21.0
-2.242104189314323,2.0
-2.2073369473327005,20.0
-1.2049582869312077,12.0
-1.3258829562807268,21.0
-0.8148200161009493,7.0
-1.8320325758526677,7.0
-1.933151706185336,23.0
-1.4644212105690848,6.0
-1.3400551092866912,12.0
-0.7589977012817212,1.0
-1.2613816730483323,21.0
-2.4343556469906575,1.0
-1.539713897229821,16.0
-1.5996554340018585,14.0
-1.7525277197863236,5.0
-1.3063903266733363,3.0
-1.4449705868633334,8.0
-1.3246442564517507,1.0
-1.788944246827874,6.0
-1.5653386399746647,18.0
-1.526742878702475,9.0
-1.4398158088651756,16.0
-2.2109477031155413,8.0
-1.5195434435860575,10.0
-1.232862477518649,2.0
-1.7479887675910617,6.0
-1.9421758307806645,12.0
-2.429399517623108,4.0
-1.1987511052323536,11.0
-1.7726040298279384,4.0
-0.8767951632174245,0.0
-1.3625975423476104,9.0
-1.8110994821336406,13.0
-1.1864192914415033,8.0
-1.5446255945489527,5.0
-2.26308999814008,11.0
-1.2094578241140765,15.0
-1.1493256419816538,3.0
-1.878382957748961,5.0
-2.356170309796568,23.0
-1.2973217414896272,22.0
-2.186612031666579,20.0
-1.8116723932748917,3.0
-1.82952818826115,11.0
-2.2368096452323605,6.0
-2.0433199163643105,6.0
-1.337726498835762,14.0
-1.883893849311092,7.0
-1.5506832112669382,13.0
-1.7756118638571914,16.0
-1.7715561262308004,2.0
-1.9794613672406758,1.0
-1.1689510602172835,10.0
-1.2847311707806301,9.0
-1.6327405900044711,17.0
-1.1748405727225675,17.0
-1.440507047211896,14.0
-1.6973031975444692,5.0
-1.9189749658524198,10.0
-2.040879221951116,21.0
-1.3773330962449404,17.0
-1.5627207829790746,12.0
-1.3874678518311874,14.0
-2.172483183630897,19.0
-1.9146010839681682,19.0
-1.2945502815127503,20.0
-0.6048479957703017,6.0
-1.9949704475679955,21.0
-1.97115856216945,22.0
-1.6137798906475795,23.0
-2.1478368722697625,5.0
-1.3349960876302625,4.0
-1.217098540455598,20.0
-0.9033234622360258,17.0
-1.8442838607573746,11.0
-1.7717533636163498,3.0
-1.5476644099865167,12.0
-1.0411593476060996,23.0
-2.334053315448498,20.0
-1.592887005588632,22.0
-1.9591990001020445,24.0
-1.2094976573840373,2.0
-1.4328223154474191,0.0
-1.6533176645391743,4.0
-1.7760903960803975,11.0
-2.4137742960462636,20.0
-1.25362552961949,10.0
-1.6783862322372995,5.0
